,degree,fanout,fanin
UVRAG,0.0,0.0,1.0
SPZ1,0.0,0.0,1.0
LAPTM4B,0.0,0.0,1.0
TRMT1L,0.0,0.0,1.0
SLC39A11,0.0,0.0,1.0
EIF4G1,11.0,11.0,1.0
MIB2,6.0,6.0,1.0
NEDD4,5.0,5.0,1.0
MFSD11,0.0,0.0,1.0
RNF31,2.0,2.0,1.0
CAPN1,3.0,3.0,1.0
ABR,3.0,3.0,1.0
IMPAD1,0.0,0.0,1.0
RUSC1,0.0,0.0,1.0
TSPAN1,0.0,0.0,1.0
ENTPD4,1.0,1.0,1.0
TEKT1,0.0,0.0,1.0
IK,0.0,0.0,1.0
EFNA4,1.0,1.0,1.0
PJA1,1.0,1.0,1.0
DCLK2,0.0,0.0,1.0
PKP4,1.0,1.0,1.0
DGKA,0.0,0.0,1.0
SLC22A5,2.0,2.0,1.0
KRCC1,0.0,0.0,1.0
FAM43A,0.0,0.0,1.0
SLC9A1,2.0,2.0,1.0
FGFR2,7.0,7.0,1.0
GPR146,0.0,0.0,1.0
NUP133,22.0,22.0,1.0
CLPTM1,0.0,0.0,1.0
CACNA1C,4.0,4.0,1.0
HPS3,0.0,0.0,1.0
TBCCD1,0.0,0.0,1.0
ATP2B3,3.0,3.0,1.0
REXO1,0.0,0.0,1.0
DNAJC24,0.0,0.0,1.0
HNRNPK,2.0,2.0,1.0
PKDREJ,0.0,0.0,1.0
SOX30,0.0,0.0,1.0
ATG4A,1.0,1.0,1.0
NIPAL1,1.0,1.0,1.0
RTN4R,0.0,0.0,1.0
ANKRD36,0.0,0.0,1.0
SV2A,4.0,4.0,1.0
MET,14.0,14.0,1.0
WDR61,4.0,4.0,1.0
ZNF101,0.0,0.0,1.0
DUSP21,0.0,0.0,1.0
GDAP1,0.0,0.0,1.0
TSC22D2,0.0,0.0,1.0
MYO1C,3.0,3.0,1.0
PRAMEF10,0.0,0.0,1.0
OR4K17,1.0,1.0,1.0
MAGED1,2.0,2.0,1.0
MGAT5,1.0,1.0,1.0
NPS,1.0,1.0,1.0
PPP3R1,6.0,6.0,1.0
SLU7,4.0,4.0,1.0
WNT16,1.0,1.0,1.0
MBOAT7,1.0,1.0,1.0
MLXIP,0.0,0.0,1.0
TMEM60,0.0,0.0,1.0
LPAR1,1.0,1.0,1.0
OR4D5,1.0,1.0,1.0
GNAL,3.0,3.0,1.0
MC4R,1.0,1.0,1.0
BAIAP2,2.0,2.0,1.0
NEUROG1,0.0,0.0,1.0
ISLR,1.0,1.0,1.0
CD99L2,0.0,0.0,1.0
SLC4A3,1.0,1.0,1.0
RAB1A,6.0,6.0,1.0
PURB,0.0,0.0,1.0
SLC24A3,1.0,1.0,1.0
MEX3C,1.0,1.0,1.0
OXCT1,1.0,1.0,1.0
TAF1B,7.0,7.0,1.0
HEG1,0.0,0.0,1.0
KRTAP10-4,0.0,0.0,1.0
GAPDHS,2.0,2.0,1.0
TECTB,0.0,0.0,1.0
AP3S1,1.0,1.0,1.0
ANKS1A,0.0,0.0,1.0
FSTL1,3.0,3.0,1.0
SCAMP1,1.0,1.0,1.0
MOAP1,0.0,0.0,1.0
RNF43,2.0,2.0,1.0
RABIF,0.0,0.0,1.0
COX8A,1.0,1.0,1.0
IKZF5,0.0,0.0,1.0
SCYL2,0.0,0.0,1.0
ATP6V0E1,3.0,3.0,1.0
GRAMD4,0.0,0.0,1.0
MSH6,2.0,2.0,1.0
MSI2,0.0,0.0,1.0
GAB2,6.0,6.0,1.0
CST6,0.0,0.0,1.0
ITGB3BP,6.0,6.0,1.0
ATP1B3,3.0,3.0,1.0
GCAT,1.0,1.0,1.0
WDR34,1.0,1.0,1.0
HADH,1.0,1.0,1.0
SOX4,1.0,1.0,1.0
ZBTB26,0.0,0.0,1.0
HERC5,3.0,3.0,1.0
MEIS3,0.0,0.0,1.0
ENTPD7,1.0,1.0,1.0
APPL1,1.0,1.0,1.0
FOXR2,0.0,0.0,1.0
MREG,0.0,0.0,1.0
EIF4G2,1.0,1.0,1.0
MPP7,0.0,0.0,1.0
ZNF138,0.0,0.0,1.0
ZSCAN4,0.0,0.0,1.0
SUMF1,2.0,2.0,1.0
NAA20,0.0,0.0,1.0
RASA2,2.0,2.0,1.0
RCOR1,2.0,2.0,1.0
ZNF563,0.0,0.0,1.0
TMEM64,0.0,0.0,1.0
PFKP,0.0,0.0,1.0
FBXO39,0.0,0.0,1.0
PACS1,1.0,1.0,1.0
SCAI,1.0,1.0,1.0
PTPRU,0.0,0.0,1.0
ZEB1,1.0,1.0,1.0
PSMD11,47.0,47.0,1.0
CA3,1.0,1.0,1.0
CD55,3.0,3.0,1.0
CENPT,5.0,5.0,1.0
PCYT2,1.0,1.0,1.0
SRP19,1.0,1.0,1.0
POC5,0.0,0.0,1.0
IL21R,1.0,1.0,1.0
FLNA,3.0,3.0,1.0
NOL8,0.0,0.0,1.0
OMA1,0.0,0.0,1.0
MYB,2.0,2.0,1.0
PXDNL,0.0,0.0,1.0
GIGYF2,0.0,0.0,1.0
CUTC,1.0,1.0,1.0
RNF208,0.0,0.0,1.0
ZNF48,0.0,0.0,1.0
LGMN,3.0,3.0,1.0
DCK,2.0,2.0,1.0
PFN3,0.0,0.0,1.0
HMX1,0.0,0.0,1.0
UNG,3.0,3.0,1.0
GSDMA,0.0,0.0,1.0
PLA2G2F,6.0,6.0,1.0
SLC46A1,1.0,1.0,1.0
SUPT3H,1.0,1.0,1.0
SLC25A35,0.0,0.0,1.0
PRDX1,3.0,3.0,1.0
SP100,1.0,1.0,1.0
SAMD4B,0.0,0.0,1.0
SH3BP2,0.0,0.0,1.0
TMEM184C,0.0,0.0,1.0
AP4B1,2.0,2.0,1.0
WDR75,2.0,2.0,1.0
PNOC,1.0,1.0,1.0
EDN3,1.0,1.0,1.0
GUCA2A,0.0,0.0,1.0
PAX5,1.0,1.0,1.0
SPDYA,0.0,0.0,1.0
FGF3,11.0,11.0,1.0
GTF3C3,3.0,3.0,1.0
MORN1,0.0,0.0,1.0
ATAD1,0.0,0.0,1.0
ATG2A,0.0,0.0,1.0
JAK3,8.0,8.0,1.0
CMTM2,0.0,0.0,1.0
GJA8,1.0,1.0,1.0
OR9I1,1.0,1.0,1.0
DMWD,0.0,0.0,1.0
CDC42,17.0,17.0,1.0
FYN,28.0,28.0,1.0
PHC2,8.0,8.0,1.0
RNF133,0.0,0.0,1.0
NPBWR1,1.0,1.0,1.0
CABP4,0.0,0.0,1.0
SAPCD2,0.0,0.0,1.0
TRPS1,0.0,0.0,1.0
SALL1,1.0,1.0,1.0
GTPBP2,1.0,1.0,1.0
ANKRD36B,0.0,0.0,1.0
IGHMBP2,0.0,0.0,1.0
UBAP1,2.0,2.0,1.0
PNPLA5,1.0,1.0,1.0
LRRC10B,0.0,0.0,1.0
TMEM25,0.0,0.0,1.0
SDF2,0.0,0.0,1.0
PIGU,1.0,1.0,1.0
SNX18,0.0,0.0,1.0
ERCC1,5.0,5.0,1.0
MAPKBP1,0.0,0.0,1.0
SF3B2,2.0,2.0,1.0
CAPN10,0.0,0.0,1.0
DPEP1,2.0,2.0,1.0
RHBDL2,0.0,0.0,1.0
SLC38A7,0.0,0.0,1.0
FSIP1,0.0,0.0,1.0
TUSC5,0.0,0.0,1.0
ELP3,1.0,1.0,1.0
SLC39A13,0.0,0.0,1.0
HOXD11,0.0,0.0,1.0
COLEC10,1.0,1.0,1.0
PPP2R2A,4.0,4.0,1.0
ZNF416,0.0,0.0,1.0
SERINC4,1.0,1.0,1.0
FRRS1,0.0,0.0,1.0
OMD,5.0,5.0,1.0
GPR83,0.0,0.0,1.0
CYB5R4,1.0,1.0,1.0
CROCC,0.0,0.0,1.0
NAA40,0.0,0.0,1.0
DNAJC18,0.0,0.0,1.0
LPGAT1,1.0,1.0,1.0
KHDRBS2,1.0,1.0,1.0
ZADH2,0.0,0.0,1.0
CYTH3,1.0,1.0,1.0
FUCA1,2.0,2.0,1.0
DAZAP1,0.0,0.0,1.0
KRT84,0.0,0.0,1.0
STAR,1.0,1.0,1.0
CSF3R,1.0,1.0,1.0
TOR1A,1.0,1.0,1.0
CELA3B,0.0,0.0,1.0
RETSAT,1.0,1.0,1.0
TAGLN2,1.0,1.0,1.0
ZNF408,0.0,0.0,1.0
FEZF2,0.0,0.0,1.0
UBE2R2,2.0,2.0,1.0
KBTBD6,2.0,2.0,1.0
DPY19L4,0.0,0.0,1.0
WHAMM,0.0,0.0,1.0
AAMP,0.0,0.0,1.0
UBAP2L,0.0,0.0,1.0
LAIR1,2.0,2.0,1.0
TRPC1,4.0,4.0,1.0
CARD11,3.0,3.0,1.0
PDS5A,4.0,4.0,1.0
SMPD1,1.0,1.0,1.0
FAM78B,0.0,0.0,1.0
PER3,0.0,0.0,1.0
SLC25A31,0.0,0.0,1.0
CHPF,1.0,1.0,1.0
ATAD2B,0.0,0.0,1.0
OR10K2,1.0,1.0,1.0
CYS1,1.0,1.0,1.0
UBXN11,0.0,0.0,1.0
SEC61B,3.0,3.0,1.0
PHLPP2,0.0,0.0,1.0
CCDC86,0.0,0.0,1.0
CISD1,0.0,0.0,1.0
STRAP,1.0,1.0,1.0
KCTD20,0.0,0.0,1.0
ECHDC2,0.0,0.0,1.0
HDHD2,0.0,0.0,1.0
CYP4V2,1.0,1.0,1.0
RAB5C,5.0,5.0,1.0
FANCI,2.0,2.0,1.0
ACTRT1,0.0,0.0,1.0
POLK,7.0,7.0,1.0
CCDC117,0.0,0.0,1.0
FN3K,0.0,0.0,1.0
COL6A6,2.0,2.0,1.0
HNRNPUL1,1.0,1.0,1.0
FUT11,0.0,0.0,1.0
DISP2,1.0,1.0,1.0
RBMS2,0.0,0.0,1.0
RPP25,2.0,2.0,1.0
UBTFL1,0.0,0.0,1.0
AFP,2.0,2.0,1.0
RPP21,2.0,2.0,1.0
OAZ1,1.0,1.0,1.0
GM2A,2.0,2.0,1.0
HDGF,1.0,1.0,1.0
VANGL2,1.0,1.0,1.0
KCNAB2,2.0,2.0,1.0
PSRC1,0.0,0.0,1.0
SLC25A22,1.0,1.0,1.0
EARS2,1.0,1.0,1.0
JUN,12.0,12.0,1.0
PITPNC1,0.0,0.0,1.0
EZH1,0.0,0.0,1.0
OR5R1,1.0,1.0,1.0
DYNLT1,1.0,1.0,1.0
KLHDC8B,0.0,0.0,1.0
TSPAN31,0.0,0.0,1.0
IFIT3,0.0,0.0,1.0
SNAPIN,1.0,1.0,1.0
PRKAG1,6.0,6.0,1.0
ZFYVE26,0.0,0.0,1.0
ZNF483,0.0,0.0,1.0
CCNC,5.0,5.0,1.0
GOPC,1.0,1.0,1.0
E2F5,4.0,4.0,1.0
VAV1,13.0,13.0,1.0
NR2C2,1.0,1.0,1.0
BTN1A1,1.0,1.0,1.0
PFKL,1.0,1.0,1.0
HOXB2,1.0,1.0,1.0
DEPDC4,0.0,0.0,1.0
KCTD6,4.0,4.0,1.0
NAGLU,1.0,1.0,1.0
VCL,9.0,9.0,1.0
CCNG2,0.0,0.0,1.0
HOOK1,0.0,0.0,1.0
STRADA,1.0,1.0,1.0
CYP2C9,4.0,4.0,1.0
FAM149B1,0.0,0.0,1.0
WASF1,2.0,2.0,1.0
TSNAX,1.0,1.0,1.0
SOWAHC,0.0,0.0,1.0
EIF4A3,8.0,8.0,1.0
SMAD7,5.0,5.0,1.0
MCM7,4.0,4.0,1.0
BACH2,0.0,0.0,1.0
ODF2,5.0,5.0,1.0
CXCR6,1.0,1.0,1.0
MRPL2,3.0,3.0,1.0
SLC35A1,1.0,1.0,1.0
STK39,0.0,0.0,1.0
GNG4,19.0,19.0,1.0
ASNSD1,0.0,0.0,1.0
PNISR,0.0,0.0,1.0
RBM23,0.0,0.0,1.0
IQGAP2,2.0,2.0,1.0
LPIN2,4.0,4.0,1.0
AFAP1,0.0,0.0,1.0
SLC25A24,0.0,0.0,1.0
KLK13,2.0,2.0,1.0
CACHD1,0.0,0.0,1.0
USO1,3.0,3.0,1.0
FAM184B,0.0,0.0,1.0
CHMP4C,2.0,2.0,1.0
PQLC3,0.0,0.0,1.0
VWA3B,0.0,0.0,1.0
AKR1D1,1.0,1.0,1.0
DDX56,0.0,0.0,1.0
SFT2D2,0.0,0.0,1.0
HMBS,1.0,1.0,1.0
NOMO2,0.0,0.0,1.0
CLDN15,1.0,1.0,1.0
DCBLD1,0.0,0.0,1.0
TIE1,0.0,0.0,1.0
CCNE1,7.0,7.0,1.0
TDO2,1.0,1.0,1.0
ST3GAL2,2.0,2.0,1.0
LZTS1,0.0,0.0,1.0
DNAH1,0.0,0.0,1.0
ARGFX,0.0,0.0,1.0
LRRC37B,0.0,0.0,1.0
FZD3,2.0,2.0,1.0
ZNF12,0.0,0.0,1.0
CBL,15.0,15.0,1.0
DENND4A,1.0,1.0,1.0
TRIM26,0.0,0.0,1.0
OR5H14,1.0,1.0,1.0
TMEM106C,0.0,0.0,1.0
AHCY,2.0,2.0,1.0
PPP3CA,5.0,5.0,1.0
CNTN3,0.0,0.0,1.0
OVCA2,0.0,0.0,1.0
NR6A1,1.0,1.0,1.0
TMEM155,0.0,0.0,1.0
TXNRD3NB,0.0,0.0,1.0
RPL23,12.0,12.0,1.0
COQ2,2.0,2.0,1.0
SLITRK1,1.0,1.0,1.0
ZNF260,0.0,0.0,1.0
UPRT,0.0,0.0,1.0
PRAMEF20,0.0,0.0,1.0
MGAT4B,1.0,1.0,1.0
SUCLG2,1.0,1.0,1.0
PPP1R17,0.0,0.0,1.0
SHROOM4,0.0,0.0,1.0
AMPD2,1.0,1.0,1.0
CHURC1,0.0,0.0,1.0
INMT,1.0,1.0,1.0
SPANXN1,0.0,0.0,1.0
ALB,9.0,9.0,1.0
IFT74,1.0,1.0,1.0
COL19A1,2.0,2.0,1.0
HIPK1,1.0,1.0,1.0
BUB1B,6.0,6.0,1.0
NFATC3,3.0,3.0,1.0
IRS4,0.0,0.0,1.0
CCDC127,0.0,0.0,1.0
PTBP3,0.0,0.0,1.0
SNRNP35,1.0,1.0,1.0
RIC3,0.0,0.0,1.0
PSMD6,47.0,47.0,1.0
FDXR,4.0,4.0,1.0
ZNF625,0.0,0.0,1.0
DKC1,2.0,2.0,1.0
SLC19A2,1.0,1.0,1.0
IL15RA,1.0,1.0,1.0
NOTCH4,8.0,8.0,1.0
TNFRSF8,1.0,1.0,1.0
ALPI,1.0,1.0,1.0
CSNK1G1,0.0,0.0,1.0
APOH,1.0,1.0,1.0
CCDC70,0.0,0.0,1.0
PCYT1A,1.0,1.0,1.0
KIAA1109,0.0,0.0,1.0
DENND5B,1.0,1.0,1.0
TMX3,1.0,1.0,1.0
LANCL2,0.0,0.0,1.0
CNOT10,2.0,2.0,1.0
IMPA2,1.0,1.0,1.0
NUPL2,18.0,18.0,1.0
KRTAP4-2,0.0,0.0,1.0
SPAG11A,0.0,0.0,1.0
VDAC2,1.0,1.0,1.0
PPP2R5B,20.0,20.0,1.0
RLN3,1.0,1.0,1.0
CYB5D2,0.0,0.0,1.0
SRI,0.0,0.0,1.0
ATXN7L3,1.0,1.0,1.0
PARP10,1.0,1.0,1.0
ZNF225,0.0,0.0,1.0
GLRA2,0.0,0.0,1.0
VAMP1,3.0,3.0,1.0
RTKN2,0.0,0.0,1.0
RHOU,2.0,2.0,1.0
HLA-F,4.0,4.0,1.0
MRPL43,3.0,3.0,1.0
LIX1L,0.0,0.0,1.0
VAMP3,3.0,3.0,1.0
ITGA2B,13.0,13.0,1.0
RRP9,2.0,2.0,1.0
XPO1,10.0,10.0,1.0
HP,2.0,2.0,1.0
MYOM3,0.0,0.0,1.0
TOR2A,0.0,0.0,1.0
EIF2S1,6.0,6.0,1.0
IMPACT,0.0,0.0,1.0
HBP1,0.0,0.0,1.0
TIGD7,0.0,0.0,1.0
SDHC,1.0,1.0,1.0
MYL10,1.0,1.0,1.0
OR5B12,1.0,1.0,1.0
MN1,0.0,0.0,1.0
ARHGAP11B,1.0,1.0,1.0
CHERP,1.0,1.0,1.0
ENKUR,0.0,0.0,1.0
KIAA1614,0.0,0.0,1.0
TCP11,0.0,0.0,1.0
TMEM201,0.0,0.0,1.0
DDOST,3.0,3.0,1.0
NCS1,0.0,0.0,1.0
SLC26A1,2.0,2.0,1.0
PAN3,1.0,1.0,1.0
ZMAT2,0.0,0.0,1.0
ZMYM1,0.0,0.0,1.0
HIST1H4I,0.0,0.0,1.0
CWF19L1,0.0,0.0,1.0
WDR88,0.0,0.0,1.0
ANKRD31,0.0,0.0,1.0
MYLK2,0.0,0.0,1.0
GTF2H4,20.0,20.0,1.0
PRKAR2A,6.0,6.0,1.0
FBXO48,0.0,0.0,1.0
MMS22L,0.0,0.0,1.0
FBXW4,3.0,3.0,1.0
ANAPC16,8.0,8.0,1.0
COL6A1,2.0,2.0,1.0
ZP2,1.0,1.0,1.0
B2M,8.0,8.0,1.0
ADSS,1.0,1.0,1.0
CPSF7,4.0,4.0,1.0
GMCL1,0.0,0.0,1.0
DDX19B,0.0,0.0,1.0
AFAP1L2,0.0,0.0,1.0
ZWILCH,4.0,4.0,1.0
TDGF1,2.0,2.0,1.0
HTR3D,0.0,0.0,1.0
OR52L1,1.0,1.0,1.0
ZCCHC3,0.0,0.0,1.0
PAPD5,0.0,0.0,1.0
UBA7,4.0,4.0,1.0
OR5H2,1.0,1.0,1.0
KRT10,0.0,0.0,1.0
PTBP2,0.0,0.0,1.0
QDPR,1.0,1.0,1.0
ZNF785,0.0,0.0,1.0
BTN2A1,1.0,1.0,1.0
PLA2G2E,6.0,6.0,1.0
UGT3A2,0.0,0.0,1.0
MSH2,6.0,6.0,1.0
PEX26,0.0,0.0,1.0
MAP3K13,0.0,0.0,1.0
FABP12,1.0,1.0,1.0
PDLIM4,0.0,0.0,1.0
UBTD1,0.0,0.0,1.0
GDAP2,0.0,0.0,1.0
TMEM163,0.0,0.0,1.0
GPATCH3,0.0,0.0,1.0
PARK7,1.0,1.0,1.0
HARS,1.0,1.0,1.0
NMD3,0.0,0.0,1.0
LCE4A,1.0,1.0,1.0
MYCBP,0.0,0.0,1.0
ALDH1A1,3.0,3.0,1.0
APBA1,2.0,2.0,1.0
BTBD2,0.0,0.0,1.0
SPRR2E,1.0,1.0,1.0
RWDD4,0.0,0.0,1.0
ACOT13,0.0,0.0,1.0
TOMM6,2.0,2.0,1.0
CLGN,0.0,0.0,1.0
MAP1B,0.0,0.0,1.0
STX12,0.0,0.0,1.0
FUT10,0.0,0.0,1.0
CCNA1,13.0,13.0,1.0
NFS1,1.0,1.0,1.0
HTATSF1,0.0,0.0,1.0
OR5AP2,1.0,1.0,1.0
CLPB,0.0,0.0,1.0
TBC1D9B,0.0,0.0,1.0
TAPBP,2.0,2.0,1.0
LRP4,1.0,1.0,1.0
ZBED4,0.0,0.0,1.0
DGAT2,2.0,2.0,1.0
RAD54L2,0.0,0.0,1.0
APBB1,1.0,1.0,1.0
RC3H1,0.0,0.0,1.0
OR4K15,1.0,1.0,1.0
RANBP3L,0.0,0.0,1.0
CSMD3,0.0,0.0,1.0
POLD2,13.0,13.0,1.0
ZBTB8B,0.0,0.0,1.0
B3GAT3,1.0,1.0,1.0
DTNB,0.0,0.0,1.0
SUN3,0.0,0.0,1.0
POLR1A,6.0,6.0,1.0
ZNF540,0.0,0.0,1.0
MCHR2,1.0,1.0,1.0
CIAPIN1,1.0,1.0,1.0
FAM126B,0.0,0.0,1.0
MTMR6,1.0,1.0,1.0
SMR3B,0.0,0.0,1.0
NFATC2,4.0,4.0,1.0
DLAT,1.0,1.0,1.0
PPCS,1.0,1.0,1.0
ELAVL1,2.0,2.0,1.0
TRIM41,1.0,1.0,1.0
ZFP37,0.0,0.0,1.0
CCDC9,0.0,0.0,1.0
MPDZ,0.0,0.0,1.0
MRPL22,3.0,3.0,1.0
FNBP4,0.0,0.0,1.0
UCN3,0.0,0.0,1.0
CRCT1,0.0,0.0,1.0
TRIM23,0.0,0.0,1.0
AHSA1,0.0,0.0,1.0
RPAP2,1.0,1.0,1.0
MPHOSPH9,0.0,0.0,1.0
NTRK1,6.0,6.0,1.0
FBXW5,3.0,3.0,1.0
ACTR10,4.0,4.0,1.0
MED29,1.0,1.0,1.0
TRA2A,0.0,0.0,1.0
ANKRD50,0.0,0.0,1.0
SOAT1,1.0,1.0,1.0
NKTR,0.0,0.0,1.0
HBE1,0.0,0.0,1.0
CAB39L,1.0,1.0,1.0
BAP1,1.0,1.0,1.0
LRPPRC,0.0,0.0,1.0
SLC35F5,0.0,0.0,1.0
RAP1GAP2,1.0,1.0,1.0
HSPA13,1.0,1.0,1.0
ECE1,1.0,1.0,1.0
PHF1,1.0,1.0,1.0
TRIM55,0.0,0.0,1.0
ZMYM3,0.0,0.0,1.0
ABRA,0.0,0.0,1.0
PPM1A,2.0,2.0,1.0
DPH3,1.0,1.0,1.0
SERPINB8,1.0,1.0,1.0
ZSWIM6,0.0,0.0,1.0
BCR,2.0,2.0,1.0
DHRS2,0.0,0.0,1.0
CABLES1,0.0,0.0,1.0
SGMS2,1.0,1.0,1.0
FLII,0.0,0.0,1.0
ZNF638,0.0,0.0,1.0
ADAM20,1.0,1.0,1.0
KCTD3,0.0,0.0,1.0
MITD1,0.0,0.0,1.0
MOSPD3,0.0,0.0,1.0
DUSP28,0.0,0.0,1.0
GPR75,0.0,0.0,1.0
NRAP,0.0,0.0,1.0
TMEM123,0.0,0.0,1.0
TES,0.0,0.0,1.0
CECR2,0.0,0.0,1.0
EPHA1,2.0,2.0,1.0
FAM35A,0.0,0.0,1.0
OR8D4,1.0,1.0,1.0
DERL2,3.0,3.0,1.0
FDXACB1,0.0,0.0,1.0
SEL1L,3.0,3.0,1.0
ASPDH,0.0,0.0,1.0
GSS,1.0,1.0,1.0
ZNF764,0.0,0.0,1.0
GPR78,0.0,0.0,1.0
NSUN6,0.0,0.0,1.0
TXNDC15,0.0,0.0,1.0
AKAP10,0.0,0.0,1.0
CSF1R,1.0,1.0,1.0
DCUN1D5,1.0,1.0,1.0
NXF1,4.0,4.0,1.0
FBXL14,2.0,2.0,1.0
DOCK3,1.0,1.0,1.0
SLC17A6,1.0,1.0,1.0
MYBPC3,1.0,1.0,1.0
FBXO21,2.0,2.0,1.0
GTF3C4,3.0,3.0,1.0
IFNAR2,1.0,1.0,1.0
NR3C1,5.0,5.0,1.0
DNMBP,0.0,0.0,1.0
AP1G1,4.0,4.0,1.0
PIBF1,0.0,0.0,1.0
SOCS1,7.0,7.0,1.0
POGLUT1,1.0,1.0,1.0
LRP2,3.0,3.0,1.0
AKIRIN2,0.0,0.0,1.0
PLD2,3.0,3.0,1.0
BPNT1,0.0,0.0,1.0
CTRB2,2.0,2.0,1.0
STK35,0.0,0.0,1.0
CPSF4,7.0,7.0,1.0
CDK5,5.0,5.0,1.0
ZNF160,0.0,0.0,1.0
MEGF11,0.0,0.0,1.0
PUS7L,0.0,0.0,1.0
RFFL,1.0,1.0,1.0
RRP12,0.0,0.0,1.0
CLDN22,1.0,1.0,1.0
TEX261,0.0,0.0,1.0
RPL10L,12.0,12.0,1.0
DSCAM,1.0,1.0,1.0
CBLC,0.0,0.0,1.0
INO80,1.0,1.0,1.0
SNAPC2,3.0,3.0,1.0
HYAL1,2.0,2.0,1.0
MPL,0.0,0.0,1.0
SULT6B1,0.0,0.0,1.0
SYK,12.0,12.0,1.0
SEPSECS,1.0,1.0,1.0
DPPA2,0.0,0.0,1.0
NAGA,0.0,0.0,1.0
TRPC4,2.0,2.0,1.0
ZNF613,0.0,0.0,1.0
PPP3CB,6.0,6.0,1.0
LYN,20.0,20.0,1.0
MSN,2.0,2.0,1.0
ATG9A,0.0,0.0,1.0
SOX21,0.0,0.0,1.0
MBD6,1.0,1.0,1.0
NLN,1.0,1.0,1.0
TRIM45,0.0,0.0,1.0
TBC1D12,0.0,0.0,1.0
ANGPTL6,0.0,0.0,1.0
TRIM63,1.0,1.0,1.0
TRANK1,0.0,0.0,1.0
EGFR,21.0,21.0,1.0
EFHB,0.0,0.0,1.0
SLC39A1,1.0,1.0,1.0
NFKBIB,6.0,6.0,1.0
BTBD9,0.0,0.0,1.0
PDZD9,0.0,0.0,1.0
KDELR3,3.0,3.0,1.0
ZNF621,0.0,0.0,1.0
GATA2,1.0,1.0,1.0
FLCN,0.0,0.0,1.0
YIPF5,0.0,0.0,1.0
TRIML1,0.0,0.0,1.0
CACNA1D,4.0,4.0,1.0
RNH1,0.0,0.0,1.0
CRNKL1,1.0,1.0,1.0
METTL5,0.0,0.0,1.0
PFDN2,1.0,1.0,1.0
ENSA,1.0,1.0,1.0
MMP27,0.0,0.0,1.0
EIF2AK3,0.0,0.0,1.0
KLK4,0.0,0.0,1.0
SLC33A1,0.0,0.0,1.0
ZNF280A,0.0,0.0,1.0
NPHP4,2.0,2.0,1.0
DBF4,2.0,2.0,1.0
DCTN4,3.0,3.0,1.0
HOXA11,0.0,0.0,1.0
NDUFAF4,1.0,1.0,1.0
CES2,0.0,0.0,1.0
OST4,0.0,0.0,1.0
DNM1L,0.0,0.0,1.0
FH,1.0,1.0,1.0
GH2,2.0,2.0,1.0
SENP5,1.0,1.0,1.0
PER1,0.0,0.0,1.0
OMG,1.0,1.0,1.0
FAM25A,0.0,0.0,1.0
YLPM1,0.0,0.0,1.0
PPP2R5D,25.0,25.0,1.0
COL1A1,3.0,3.0,1.0
CPSF3,5.0,5.0,1.0
BIN1,0.0,0.0,1.0
PRDM1,1.0,1.0,1.0
FANCC,2.0,2.0,1.0
TMC4,0.0,0.0,1.0
PDGFA,4.0,4.0,1.0
TCERG1,0.0,0.0,1.0
CASC4,0.0,0.0,1.0
RGMB,0.0,0.0,1.0
PHF20,2.0,2.0,1.0
RNF123,2.0,2.0,1.0
P4HA2,0.0,0.0,1.0
EXOC1,3.0,3.0,1.0
ALDH9A1,1.0,1.0,1.0
VN1R4,0.0,0.0,1.0
GANAB,1.0,1.0,1.0
RABEP2,0.0,0.0,1.0
VWA2,0.0,0.0,1.0
GPRASP2,0.0,0.0,1.0
CIRBP,0.0,0.0,1.0
SH3BP5L,0.0,0.0,1.0
MIA3,3.0,3.0,1.0
SMARCAD1,0.0,0.0,1.0
EPB41L2,1.0,1.0,1.0
POFUT2,1.0,1.0,1.0
SLC5A7,1.0,1.0,1.0
CYSLTR2,1.0,1.0,1.0
SLC39A14,1.0,1.0,1.0
MMRN2,0.0,0.0,1.0
AADAC,0.0,0.0,1.0
LRRC8A,1.0,1.0,1.0
B3GALNT2,0.0,0.0,1.0
CCDC87,0.0,0.0,1.0
MMP3,4.0,4.0,1.0
RERG,0.0,0.0,1.0
MEX3D,0.0,0.0,1.0
PBLD,0.0,0.0,1.0
NUP37,22.0,22.0,1.0
TCHP,0.0,0.0,1.0
DVL2,9.0,9.0,1.0
MRPS10,3.0,3.0,1.0
FAM169B,0.0,0.0,1.0
PLRG1,1.0,1.0,1.0
PLEKHH3,0.0,0.0,1.0
RAB40B,1.0,1.0,1.0
CEACAM7,0.0,0.0,1.0
WDR70,0.0,0.0,1.0
AR,6.0,6.0,1.0
OR2T10,1.0,1.0,1.0
LHX2,1.0,1.0,1.0
EMCN,0.0,0.0,1.0
GAMT,1.0,1.0,1.0
HAT1,1.0,1.0,1.0
SEMA4C,0.0,0.0,1.0
LRRC43,0.0,0.0,1.0
KIF27,2.0,2.0,1.0
PIP4K2B,4.0,4.0,1.0
RBM48,0.0,0.0,1.0
PPDPF,0.0,0.0,1.0
AUP1,0.0,0.0,1.0
CUEDC1,0.0,0.0,1.0
GLRX,1.0,1.0,1.0
EXD2,0.0,0.0,1.0
KDM4A,2.0,2.0,1.0
USP19,1.0,1.0,1.0
TBC1D10A,1.0,1.0,1.0
KMT2C,3.0,3.0,1.0
ABCF2,0.0,0.0,1.0
MFSD9,0.0,0.0,1.0
