,fanin,fanout,degree
R-HSA-77595,13.0,1.0,14.0
R-HSA-211736,2.0,1.0,3.0
R-HSA-5357786,3.0,1.0,4.0
R-HSA-5357905,21.0,1.0,22.0
R-HSA-5357956,11.0,1.0,12.0
R-HSA-5626978,1.0,1.0,2.0
R-HSA-163282,2.0,1.0,3.0
R-HSA-163316,1.0,1.0,2.0
R-HSA-112382,41.0,1.0,42.0
R-HSA-113418,25.0,1.0,26.0
R-HSA-114604,21.0,1.0,22.0
R-HSA-430116,5.0,1.0,6.0
R-HSA-456926,18.0,1.0,19.0
R-HSA-114516,2.0,1.0,3.0
R-HSA-114608,53.0,1.0,54.0
R-HSA-392023,1.0,1.0,2.0
R-HSA-73776,34.0,1.0,35.0
R-HSA-75953,34.0,1.0,35.0
R-HSA-76061,20.0,1.0,21.0
R-HSA-76066,20.0,1.0,21.0
R-HSA-76071,19.0,1.0,20.0
R-HSA-606279,19.0,1.0,20.0
R-HSA-8849468,3.0,1.0,4.0
R-HSA-8849469,8.0,1.0,9.0
R-HSA-8849470,6.0,1.0,7.0
R-HSA-8849471,10.0,1.0,11.0
R-HSA-8849472,2.0,1.0,3.0
R-HSA-8849473,4.0,1.0,5.0
R-HSA-8849474,2.0,1.0,3.0
R-HSA-8857538,3.0,1.0,4.0
R-HSA-8866652,21.0,1.0,22.0
R-HSA-8866654,30.0,1.0,31.0
R-HSA-8856825,59.0,1.0,60.0
R-HSA-8862803,13.0,1.0,14.0
R-HSA-6793080,3.0,1.0,4.0
R-HSA-6790901,37.0,1.0,38.0
R-HSA-6791226,87.0,1.0,88.0
R-HSA-8875360,11.0,1.0,12.0
R-HSA-8876493,6.0,1.0,7.0
R-HSA-189085,4.0,1.0,5.0
R-HSA-192456,2.0,1.0,3.0
R-HSA-9018519,71.0,1.0,72.0
R-HSA-8949664,8.0,1.0,9.0
R-HSA-428359,5.0,1.0,6.0
R-HSA-72086,22.0,1.0,23.0
R-HSA-1632852,41.0,1.0,42.0
R-HSA-73621,2.0,1.0,3.0
R-HSA-8850843,4.0,1.0,5.0
R-HSA-500753,1.0,1.0,2.0
R-HSA-73817,9.0,1.0,10.0
R-HSA-73614,5.0,1.0,6.0
R-HSA-74217,7.0,1.0,8.0
R-HSA-196791,6.0,1.0,7.0
R-HSA-8963678,0.0,1.0,1.0
R-HSA-8981373,0.0,1.0,1.0
R-HSA-8866423,0.0,1.0,1.0
R-HSA-8963888,1.0,1.0,2.0
R-HSA-8963896,3.0,1.0,4.0
R-HSA-8963889,7.0,1.0,8.0
R-HSA-8963901,2.0,1.0,3.0
R-HSA-8964041,0.0,1.0,1.0
R-HSA-8964058,3.0,1.0,4.0
R-HSA-8866427,6.0,1.0,7.0
R-HSA-8964011,2.0,1.0,3.0
R-HSA-8964026,1.0,1.0,2.0
R-HSA-8964038,11.0,1.0,12.0
R-HSA-8964046,1.0,1.0,2.0
R-HSA-200425,7.0,1.0,8.0
R-HSA-1474151,6.0,1.0,7.0
R-HSA-2142789,4.0,1.0,5.0
R-HSA-389542,1.0,1.0,2.0
R-HSA-163560,9.0,1.0,10.0
R-HSA-75109,6.0,1.0,7.0
R-HSA-3322077,9.0,1.0,10.0
R-HSA-70221,12.0,1.0,13.0
R-HSA-8852405,0.0,1.0,1.0
R-HSA-201451,12.0,1.0,13.0
R-HSA-8854214,28.0,1.0,29.0
R-HSA-8876198,62.0,1.0,63.0
R-HSA-9013508,14.0,1.0,15.0
R-HSA-9013695,8.0,1.0,9.0
R-HSA-9013700,7.0,1.0,8.0
R-HSA-9604323,34.0,1.0,35.0
R-HSA-2142700,2.0,1.0,3.0
R-HSA-9027604,1.0,1.0,2.0
R-HSA-9033500,5.0,1.0,6.0
R-HSA-917977,15.0,1.0,16.0
R-HSA-975956,35.0,1.0,36.0
R-HSA-975957,50.0,1.0,51.0
R-HSA-983168,178.0,1.0,179.0
R-HSA-983170,17.0,1.0,18.0
R-HSA-983189,13.0,1.0,14.0
R-HSA-5690714,4.0,1.0,5.0
R-HSA-983695,20.0,1.0,21.0
R-HSA-936837,17.0,1.0,18.0
