,degree,fanout,fanin
CTNNAL1,0.0,0.0,1.0
USP39,1.0,1.0,1.0
STK35,0.0,0.0,1.0
LMNA,7.0,7.0,1.0
SPRR1B,1.0,1.0,1.0
SMARCA5,4.0,4.0,1.0
RSL1D1,0.0,0.0,1.0
ING3,1.0,1.0,1.0
CLK1,0.0,0.0,1.0
DCUN1D5,1.0,1.0,1.0
VAMP3,3.0,3.0,1.0
HCK,3.0,3.0,1.0
AKIRIN2,0.0,0.0,1.0
MYH6,1.0,1.0,1.0
SBF1,2.0,2.0,1.0
STXBP6,0.0,0.0,1.0
RAP1GAP2,1.0,1.0,1.0
SERTAD2,0.0,0.0,1.0
SUV39H1,2.0,2.0,1.0
OAT,0.0,0.0,1.0
BIN3,0.0,0.0,1.0
IFT20,1.0,1.0,1.0
PSMC3,47.0,47.0,1.0
MYO1C,3.0,3.0,1.0
ZBTB14,0.0,0.0,1.0
POLD3,13.0,13.0,1.0
RBM28,0.0,0.0,1.0
ZNF674,0.0,0.0,1.0
YIPF5,0.0,0.0,1.0
RPL7,12.0,12.0,1.0
TPMT,1.0,1.0,1.0
PRR32,0.0,0.0,1.0
HSPA12A,1.0,1.0,1.0
AFF3,0.0,0.0,1.0
ALOX5,13.0,13.0,1.0
GSS,1.0,1.0,1.0
PPP2R2D,1.0,1.0,1.0
KCTD3,0.0,0.0,1.0
RGS10,0.0,0.0,1.0
PHF21B,0.0,0.0,1.0
CHRNB4,2.0,2.0,1.0
NCOA3,4.0,4.0,1.0
STRADA,1.0,1.0,1.0
SIAH3,0.0,0.0,1.0
ZBTB7B,0.0,0.0,1.0
PGM2,4.0,4.0,1.0
TESK2,0.0,0.0,1.0
ZER1,0.0,0.0,1.0
TMEM60,0.0,0.0,1.0
ZNF420,1.0,1.0,1.0
PANX1,2.0,2.0,1.0
GLUD1,1.0,1.0,1.0
CIDEC,2.0,2.0,1.0
PVALB,0.0,0.0,1.0
XRN2,2.0,2.0,1.0
EIF3I,6.0,6.0,1.0
KHSRP,1.0,1.0,1.0
ZFAND1,0.0,0.0,1.0
AGBL5,1.0,1.0,1.0
RGS19,0.0,0.0,1.0
XPC,3.0,3.0,1.0
MTIF3,1.0,1.0,1.0
SFTPB,5.0,5.0,1.0
KLHL36,0.0,0.0,1.0
PARD6B,1.0,1.0,1.0
EZH2,6.0,6.0,1.0
CHRNE,1.0,1.0,1.0
PWWP2A,0.0,0.0,1.0
CHFR,0.0,0.0,1.0
MC4R,1.0,1.0,1.0
SPECC1L,0.0,0.0,1.0
CABP4,0.0,0.0,1.0
CUL4A,8.0,8.0,1.0
CBL,15.0,15.0,1.0
TPK1,1.0,1.0,1.0
SLC23A3,0.0,0.0,1.0
FASTKD1,0.0,0.0,1.0
ARRB2,12.0,12.0,1.0
HOXA6,0.0,0.0,1.0
TRPS1,0.0,0.0,1.0
CREG1,1.0,1.0,1.0
ZNF430,0.0,0.0,1.0
ZNF549,0.0,0.0,1.0
FBXL3,3.0,3.0,1.0
ZNF217,1.0,1.0,1.0
CCDC47,0.0,0.0,1.0
FIBCD1,0.0,0.0,1.0
CDIPT,1.0,1.0,1.0
METTL23,0.0,0.0,1.0
EXOSC9,5.0,5.0,1.0
ELP5,1.0,1.0,1.0
TMEM87A,0.0,0.0,1.0
GCC1,1.0,1.0,1.0
ZCCHC7,0.0,0.0,1.0
FYCO1,0.0,0.0,1.0
ZBED1,1.0,1.0,1.0
ZNF18,0.0,0.0,1.0
M6PR,3.0,3.0,1.0
NT5C2,1.0,1.0,1.0
ANKZF1,0.0,0.0,1.0
MOS,0.0,0.0,1.0
NDST2,1.0,1.0,1.0
SLC44A1,2.0,2.0,1.0
JMJD4,0.0,0.0,1.0
ARL6IP5,0.0,0.0,1.0
TMEM181,0.0,0.0,1.0
ATM,13.0,13.0,1.0
ULK1,4.0,4.0,1.0
CYP4F3,4.0,4.0,1.0
TRIM38,0.0,0.0,1.0
RCBTB1,0.0,0.0,1.0
THAP2,0.0,0.0,1.0
CDC42SE1,0.0,0.0,1.0
LARP4,0.0,0.0,1.0
GLUL,1.0,1.0,1.0
CHRAC1,0.0,0.0,1.0
NSUN4,1.0,1.0,1.0
HSPBP1,0.0,0.0,1.0
CEP164,5.0,5.0,1.0
LSM6,2.0,2.0,1.0
ACSM5,1.0,1.0,1.0
RAP1GAP,2.0,2.0,1.0
FBXO4,3.0,3.0,1.0
FRS3,5.0,5.0,1.0
ZFP36L1,1.0,1.0,1.0
TJAP1,0.0,0.0,1.0
PGRMC2,0.0,0.0,1.0
FSD1,0.0,0.0,1.0
STARD3,1.0,1.0,1.0
AVEN,0.0,0.0,1.0
SAPCD2,0.0,0.0,1.0
PHACTR4,0.0,0.0,1.0
GIGYF2,0.0,0.0,1.0
NAT10,1.0,1.0,1.0
SEC11A,4.0,4.0,1.0
LRP1,2.0,2.0,1.0
TSEN34,1.0,1.0,1.0
IFT172,1.0,1.0,1.0
MAP10,0.0,0.0,1.0
PIGN,1.0,1.0,1.0
TMEM41B,0.0,0.0,1.0
TIPIN,1.0,1.0,1.0
SUPV3L1,0.0,0.0,1.0
TCIRG1,4.0,4.0,1.0
TTC9,0.0,0.0,1.0
PUS7L,0.0,0.0,1.0
PIGK,1.0,1.0,1.0
RFWD3,0.0,0.0,1.0
ZC3H11A,3.0,3.0,1.0
ZNF597,0.0,0.0,1.0
PUM1,1.0,1.0,1.0
SLC46A1,1.0,1.0,1.0
PSMC3IP,0.0,0.0,1.0
PAQR3,1.0,1.0,1.0
PRR19,0.0,0.0,1.0
TMEM42,0.0,0.0,1.0
PAK2,15.0,15.0,1.0
ZNF692,0.0,0.0,1.0
SMAD2,8.0,8.0,1.0
DKC1,2.0,2.0,1.0
SNN,0.0,0.0,1.0
EDEM1,2.0,2.0,1.0
TUSC2,0.0,0.0,1.0
EPAS1,5.0,5.0,1.0
CLPP,0.0,0.0,1.0
KLHL5,2.0,2.0,1.0
NIPA1,1.0,1.0,1.0
ZMYM5,0.0,0.0,1.0
RIOK1,1.0,1.0,1.0
CFAP70,0.0,0.0,1.0
ZBTB4,0.0,0.0,1.0
OSGIN2,0.0,0.0,1.0
GXYLT1,0.0,0.0,1.0
HYOU1,2.0,2.0,1.0
SMARCAD1,0.0,0.0,1.0
CDK13,2.0,2.0,1.0
PLXDC2,0.0,0.0,1.0
SPOP,0.0,0.0,1.0
PRCC,1.0,1.0,1.0
STK17B,0.0,0.0,1.0
CSTF2T,4.0,4.0,1.0
SERPINF1,0.0,0.0,1.0
MSANTD3,0.0,0.0,1.0
FANCL,1.0,1.0,1.0
SLC35A4,0.0,0.0,1.0
COPS2,4.0,4.0,1.0
GYPB,0.0,0.0,1.0
RBM4B,0.0,0.0,1.0
GCA,1.0,1.0,1.0
MPC1,0.0,0.0,1.0
METTL7A,1.0,1.0,1.0
ISL1,1.0,1.0,1.0
KAZN,1.0,1.0,1.0
STK16,0.0,0.0,1.0
ABLIM1,1.0,1.0,1.0
MTHFD2,1.0,1.0,1.0
CFAP36,0.0,0.0,1.0
PARPBP,0.0,0.0,1.0
ANKLE2,1.0,1.0,1.0
STK11IP,1.0,1.0,1.0
DNAJC27,0.0,0.0,1.0
ESCO1,1.0,1.0,1.0
CTCF,1.0,1.0,1.0
TMEM106B,0.0,0.0,1.0
MRPS14,3.0,3.0,1.0
ST6GALNAC6,0.0,0.0,1.0
ATP1B3,3.0,3.0,1.0
TINF2,2.0,2.0,1.0
PDZD8,0.0,0.0,1.0
CCT2,6.0,6.0,1.0
MANBAL,0.0,0.0,1.0
OTUD7B,2.0,2.0,1.0
HSFX1,0.0,0.0,1.0
SRA1,0.0,0.0,1.0
SSBP3,0.0,0.0,1.0
TRIM52,0.0,0.0,1.0
CCDC124,0.0,0.0,1.0
DHX58,0.0,0.0,1.0
IFIH1,7.0,7.0,1.0
TNRC6B,11.0,11.0,1.0
CCAR2,1.0,1.0,1.0
NFAT5,0.0,0.0,1.0
TSR3,1.0,1.0,1.0
SNAP23,3.0,3.0,1.0
SSNA1,5.0,5.0,1.0
RPA4,1.0,1.0,1.0
ZNF613,0.0,0.0,1.0
CALB2,0.0,0.0,1.0
UCHL1,1.0,1.0,1.0
CENPJ,6.0,6.0,1.0
FAM156A,0.0,0.0,1.0
HSPD1,2.0,2.0,1.0
EOGT,0.0,0.0,1.0
CACNA1S,3.0,3.0,1.0
ARHGAP26,1.0,1.0,1.0
UBE2A,3.0,3.0,1.0
ANKRD13C,0.0,0.0,1.0
ZMYND15,0.0,0.0,1.0
CNOT10,2.0,2.0,1.0
RGPD1,0.0,0.0,1.0
RFX1,0.0,0.0,1.0
PER3,0.0,0.0,1.0
TCAIM,0.0,0.0,1.0
NAPA,6.0,6.0,1.0
KCNQ4,1.0,1.0,1.0
SNX4,0.0,0.0,1.0
UROD,1.0,1.0,1.0
CEP72,5.0,5.0,1.0
TMEM248,0.0,0.0,1.0
RBM10,0.0,0.0,1.0
SERHL2,0.0,0.0,1.0
DHX35,0.0,0.0,1.0
PFKFB3,0.0,0.0,1.0
SEC23A,4.0,4.0,1.0
SCARB1,2.0,2.0,1.0
MYCBP2,0.0,0.0,1.0
AMIGO1,0.0,0.0,1.0
ARL4D,0.0,0.0,1.0
AKT1S1,2.0,2.0,1.0
ATL1,0.0,0.0,1.0
WTIP,1.0,1.0,1.0
AFF4,2.0,2.0,1.0
U2AF1,4.0,4.0,1.0
SYNE4,0.0,0.0,1.0
SF3B1,3.0,3.0,1.0
NIPAL2,1.0,1.0,1.0
FKRP,0.0,0.0,1.0
CUL3,4.0,4.0,1.0
FAM50B,0.0,0.0,1.0
CUL9,1.0,1.0,1.0
TAX1BP3,1.0,1.0,1.0
GABARAPL1,1.0,1.0,1.0
SLC25A42,0.0,0.0,1.0
CKAP5,9.0,9.0,1.0
CMPK2,0.0,0.0,1.0
KLHL1,0.0,0.0,1.0
METTL6,0.0,0.0,1.0
NAP1L5,0.0,0.0,1.0
MYO19,0.0,0.0,1.0
ARHGEF7,5.0,5.0,1.0
UBE2O,1.0,1.0,1.0
SALL2,0.0,0.0,1.0
CMTM8,0.0,0.0,1.0
BRD3,0.0,0.0,1.0
MEGF9,0.0,0.0,1.0
TMED10,4.0,4.0,1.0
IFT27,1.0,1.0,1.0
BCL2L12,0.0,0.0,1.0
HACD1,1.0,1.0,1.0
NELFCD,5.0,5.0,1.0
MYCT1,0.0,0.0,1.0
UBAP2L,0.0,0.0,1.0
CCDC68,0.0,0.0,1.0
TEAD2,2.0,2.0,1.0
OSBP,1.0,1.0,1.0
TCF12,2.0,2.0,1.0
TUBG2,2.0,2.0,1.0
SEC61B,3.0,3.0,1.0
OARD1,0.0,0.0,1.0
HACD4,1.0,1.0,1.0
SGTA,0.0,0.0,1.0
NDFIP2,0.0,0.0,1.0
F8,5.0,5.0,1.0
WDR82,0.0,0.0,1.0
SETD9,1.0,1.0,1.0
PPFIBP2,1.0,1.0,1.0
NSMCE4A,1.0,1.0,1.0
SLC25A24,0.0,0.0,1.0
FNTB,0.0,0.0,1.0
WDR61,4.0,4.0,1.0
CEP83,1.0,1.0,1.0
ARMC1,0.0,0.0,1.0
CBX1,0.0,0.0,1.0
ZNF576,0.0,0.0,1.0
GPR18,0.0,0.0,1.0
RP2,1.0,1.0,1.0
ZNF768,0.0,0.0,1.0
BSDC1,0.0,0.0,1.0
EIF2B5,1.0,1.0,1.0
SRFBP1,0.0,0.0,1.0
PRPS2,1.0,1.0,1.0
COX6C,1.0,1.0,1.0
AASDHPPT,0.0,0.0,1.0
RAB40C,1.0,1.0,1.0
ADORA2A,3.0,3.0,1.0
INSL5,1.0,1.0,1.0
METTL15,0.0,0.0,1.0
MIOS,0.0,0.0,1.0
ASH2L,4.0,4.0,1.0
ESR1,11.0,11.0,1.0
MTMR3,2.0,2.0,1.0
CACNG6,2.0,2.0,1.0
ZNF777,0.0,0.0,1.0
USO1,3.0,3.0,1.0
CLK4,0.0,0.0,1.0
GBA2,1.0,1.0,1.0
CALM3,0.0,0.0,1.0
MTMR9,3.0,3.0,1.0
DEPDC5,0.0,0.0,1.0
CMC2,1.0,1.0,1.0
ABHD17B,0.0,0.0,1.0
TES,0.0,0.0,1.0
USP16,1.0,1.0,1.0
TPRG1L,0.0,0.0,1.0
SCN3A,2.0,2.0,1.0
IQGAP2,2.0,2.0,1.0
BECN1,2.0,2.0,1.0
ARF1,10.0,10.0,1.0
YTHDF3,0.0,0.0,1.0
DUSP8,1.0,1.0,1.0
ORC5,7.0,7.0,1.0
ACKR2,0.0,0.0,1.0
FAM222B,0.0,0.0,1.0
UBE2M,4.0,4.0,1.0
DDX19B,0.0,0.0,1.0
POLDIP3,3.0,3.0,1.0
SDHD,1.0,1.0,1.0
NACA,0.0,0.0,1.0
AKR7A3,1.0,1.0,1.0
CCT5,5.0,5.0,1.0
DRG2,0.0,0.0,1.0
SLC25A19,1.0,1.0,1.0
PAXIP1,2.0,2.0,1.0
U2SURP,1.0,1.0,1.0
NBPF14,0.0,0.0,1.0
GPR27,0.0,0.0,1.0
CTNNBIP1,1.0,1.0,1.0
PDCD6IP,1.0,1.0,1.0
FANCD2,2.0,2.0,1.0
INO80,1.0,1.0,1.0
CFAP58,0.0,0.0,1.0
CARD11,3.0,3.0,1.0
NEK3,0.0,0.0,1.0
ZFAND6,0.0,0.0,1.0
KLF4,0.0,0.0,1.0
PRKAG2,8.0,8.0,1.0
PRDM4,1.0,1.0,1.0
TRIM23,0.0,0.0,1.0
FGF23,21.0,21.0,1.0
GNB1,20.0,20.0,1.0
LRP2BP,0.0,0.0,1.0
RIIAD1,0.0,0.0,1.0
XRCC1,4.0,4.0,1.0
COMMD9,2.0,2.0,1.0
DDX54,0.0,0.0,1.0
HMGA1,4.0,4.0,1.0
NPRL3,0.0,0.0,1.0
ANKRD34A,0.0,0.0,1.0
COG5,3.0,3.0,1.0
MEN1,5.0,5.0,1.0
BLM,6.0,6.0,1.0
ADCY10,0.0,0.0,1.0
ECHDC2,0.0,0.0,1.0
NUDT15,1.0,1.0,1.0
RBM12,0.0,0.0,1.0
RAF1,11.0,11.0,1.0
PYCR2,0.0,0.0,1.0
CCDC102A,0.0,0.0,1.0
ZNF649,0.0,0.0,1.0
MYL12B,6.0,6.0,1.0
RNF182,1.0,1.0,1.0
KBTBD6,2.0,2.0,1.0
MYL1,1.0,1.0,1.0
MID1IP1,1.0,1.0,1.0
PAIP2,0.0,0.0,1.0
MAST4,0.0,0.0,1.0
PHB,1.0,1.0,1.0
UBB,121.0,121.0,1.0
RNF213,1.0,1.0,1.0
BAP1,1.0,1.0,1.0
MYOM1,0.0,0.0,1.0
CLTC,11.0,11.0,1.0
TMTC1,0.0,0.0,1.0
MVD,1.0,1.0,1.0
SNTB2,0.0,0.0,1.0
NUP85,22.0,22.0,1.0
CLN3,0.0,0.0,1.0
ZNF232,0.0,0.0,1.0
NPR1,1.0,1.0,1.0
SH3BP5L,0.0,0.0,1.0
FNBP4,0.0,0.0,1.0
COX8A,1.0,1.0,1.0
FOCAD,0.0,0.0,1.0
EIF3E,6.0,6.0,1.0
ZFP36L2,0.0,0.0,1.0
RLBP1,0.0,0.0,1.0
HLA-A,7.0,7.0,1.0
PILRA,1.0,1.0,1.0
MBD1,1.0,1.0,1.0
ELMO1,3.0,3.0,1.0
HNRNPA2B1,2.0,2.0,1.0
GTF3C6,3.0,3.0,1.0
F8A1,0.0,0.0,1.0
ARHGAP31,1.0,1.0,1.0
LPAR5,1.0,1.0,1.0
CASC4,0.0,0.0,1.0
STAG3,1.0,1.0,1.0
EYS,0.0,0.0,1.0
NUP155,18.0,18.0,1.0
COASY,1.0,1.0,1.0
FAM98C,0.0,0.0,1.0
SUCLG2,1.0,1.0,1.0
CASC3,6.0,6.0,1.0
RSAD2,0.0,0.0,1.0
SNX12,0.0,0.0,1.0
PDCD11,2.0,2.0,1.0
TMEM143,0.0,0.0,1.0
ABHD8,0.0,0.0,1.0
CD40,2.0,2.0,1.0
ITCH,7.0,7.0,1.0
CHCHD1,3.0,3.0,1.0
IMPA2,1.0,1.0,1.0
SDHC,1.0,1.0,1.0
TMEM159,0.0,0.0,1.0
LPL,4.0,4.0,1.0
KPNA3,2.0,2.0,1.0
NEURL2,1.0,1.0,1.0
PTPRF,2.0,2.0,1.0
PRIM1,6.0,6.0,1.0
TRIM45,0.0,0.0,1.0
WFDC5,0.0,0.0,1.0
DICER1,2.0,2.0,1.0
MOB3B,0.0,0.0,1.0
AK2,1.0,1.0,1.0
ZNF415,0.0,0.0,1.0
DDX39B,3.0,3.0,1.0
MYOM2,0.0,0.0,1.0
QARS,3.0,3.0,1.0
RAD51C,1.0,1.0,1.0
SETD1B,2.0,2.0,1.0
NIPAL1,1.0,1.0,1.0
KIF2A,7.0,7.0,1.0
ZNF517,0.0,0.0,1.0
NSD1,1.0,1.0,1.0
MRPL16,3.0,3.0,1.0
GAS2L1,0.0,0.0,1.0
TMEM50A,0.0,0.0,1.0
SH3BP2,0.0,0.0,1.0
SCMH1,8.0,8.0,1.0
TRAPPC3,2.0,2.0,1.0
MFSD1,0.0,0.0,1.0
SHMT2,1.0,1.0,1.0
UST,1.0,1.0,1.0
HNRNPUL2,0.0,0.0,1.0
STIM1,3.0,3.0,1.0
SLC5A9,1.0,1.0,1.0
ARNTL,1.0,1.0,1.0
NBEAL2,1.0,1.0,1.0
MRPS36,3.0,3.0,1.0
PNISR,0.0,0.0,1.0
ZNF823,0.0,0.0,1.0
CHML,2.0,2.0,1.0
PRMT9,0.0,0.0,1.0
TGFBR2,9.0,9.0,1.0
DTHD1,0.0,0.0,1.0
TRIM24,2.0,2.0,1.0
GMPPA,0.0,0.0,1.0
RPS4Y1,15.0,15.0,1.0
SYNCRIP,0.0,0.0,1.0
ZNF600,0.0,0.0,1.0
IL7,1.0,1.0,1.0
GABPB2,0.0,0.0,1.0
GYS1,4.0,4.0,1.0
TBC1D15,0.0,0.0,1.0
EPRS,2.0,2.0,1.0
AOC2,0.0,0.0,1.0
KDM4B,3.0,3.0,1.0
MAF,1.0,1.0,1.0
MCRS1,2.0,2.0,1.0
AHI1,1.0,1.0,1.0
EIF3J,6.0,6.0,1.0
JAGN1,0.0,0.0,1.0
ARNT,2.0,2.0,1.0
HOXA1,1.0,1.0,1.0
ALKBH8,0.0,0.0,1.0
PEX5,1.0,1.0,1.0
MAP3K3,0.0,0.0,1.0
ZNF697,0.0,0.0,1.0
ZNF512B,0.0,0.0,1.0
MXI1,0.0,0.0,1.0
COA5,0.0,0.0,1.0
XYLT2,1.0,1.0,1.0
BTN3A2,1.0,1.0,1.0
CFAP126,0.0,0.0,1.0
ABRACL,0.0,0.0,1.0
NSL1,4.0,4.0,1.0
RAB5B,4.0,4.0,1.0
RNF26,0.0,0.0,1.0
GSTA3,0.0,0.0,1.0
CLOCK,2.0,2.0,1.0
UBLCP1,0.0,0.0,1.0
UBXN8,0.0,0.0,1.0
SLC29A2,1.0,1.0,1.0
DDX27,0.0,0.0,1.0
KIF1B,2.0,2.0,1.0
FBXL18,3.0,3.0,1.0
AASDH,0.0,0.0,1.0
B4GAT1,1.0,1.0,1.0
COQ10A,0.0,0.0,1.0
RDH13,1.0,1.0,1.0
P2RY8,0.0,0.0,1.0
OXNAD1,0.0,0.0,1.0
TRAFD1,0.0,0.0,1.0
ZNF335,0.0,0.0,1.0
ALPK3,0.0,0.0,1.0
KRI1,0.0,0.0,1.0
PGAP2,0.0,0.0,1.0
ZNF557,0.0,0.0,1.0
CLUAP1,1.0,1.0,1.0
IMP4,2.0,2.0,1.0
PIP5K1C,3.0,3.0,1.0
TRIM25,8.0,8.0,1.0
UBXN6,0.0,0.0,1.0
FAR1,1.0,1.0,1.0
OR2G3,1.0,1.0,1.0
ELP3,1.0,1.0,1.0
FAF2,1.0,1.0,1.0
PHF13,0.0,0.0,1.0
PARS2,1.0,1.0,1.0
ZNF561,0.0,0.0,1.0
DYDC2,0.0,0.0,1.0
IBTK,0.0,0.0,1.0
CD9,3.0,3.0,1.0
SLC45A1,0.0,0.0,1.0
TIMM17A,1.0,1.0,1.0
UAP1,0.0,0.0,1.0
PTPRC,3.0,3.0,1.0
HSFX2,0.0,0.0,1.0
INPP5K,1.0,1.0,1.0
RNF135,6.0,6.0,1.0
RPS6KA2,8.0,8.0,1.0
CAPN12,0.0,0.0,1.0
CDC40,4.0,4.0,1.0
NR1H3,2.0,2.0,1.0
ATXN2L,0.0,0.0,1.0
CCDC149,0.0,0.0,1.0
PIN1,3.0,3.0,1.0
KMT2C,3.0,3.0,1.0
CUZD1,0.0,0.0,1.0
MFN2,1.0,1.0,1.0
MARK2,0.0,0.0,1.0
NAALADL1,0.0,0.0,1.0
TIMMDC1,1.0,1.0,1.0
DIS3,4.0,4.0,1.0
OR4D10,1.0,1.0,1.0
MEF2A,5.0,5.0,1.0
VPS9D1,0.0,0.0,1.0
ACTR8,1.0,1.0,1.0
KRTAP4-1,0.0,0.0,1.0
TERF2IP,2.0,2.0,1.0
MMADHC,2.0,2.0,1.0
RGS14,0.0,0.0,1.0
ATRX,0.0,0.0,1.0
CEP192,5.0,5.0,1.0
TOP3B,0.0,0.0,1.0
TTC19,0.0,0.0,1.0
GPD2,2.0,2.0,1.0
HIST1H3B,0.0,0.0,1.0
MCM8,7.0,7.0,1.0
ZNF585A,0.0,0.0,1.0
RPRD2,1.0,1.0,1.0
URM1,0.0,0.0,1.0
YIPF3,0.0,0.0,1.0
NOC2L,1.0,1.0,1.0
LETM1,0.0,0.0,1.0
ARHGAP1,1.0,1.0,1.0
DNAAF1,0.0,0.0,1.0
IDI1,1.0,1.0,1.0
VCPKMT,1.0,1.0,1.0
OPRM1,3.0,3.0,1.0
RNF4,2.0,2.0,1.0
PLP2,0.0,0.0,1.0
FLCN,0.0,0.0,1.0
RAB3C,1.0,1.0,1.0
CCDC136,0.0,0.0,1.0
KDM4A,2.0,2.0,1.0
PAF1,3.0,3.0,1.0
TMOD2,1.0,1.0,1.0
TAF4,6.0,6.0,1.0
SUDS3,3.0,3.0,1.0
ZMYM3,0.0,0.0,1.0
AASS,1.0,1.0,1.0
NDFIP1,0.0,0.0,1.0
PCDH18,0.0,0.0,1.0
DCAF8,1.0,1.0,1.0
EPHA3,1.0,1.0,1.0
MERTK,0.0,0.0,1.0
OR7G1,1.0,1.0,1.0
PSMC2,47.0,47.0,1.0
RGS21,0.0,0.0,1.0
CHRNB1,0.0,0.0,1.0
CDC25B,2.0,2.0,1.0
GLTP,1.0,1.0,1.0
NOP56,3.0,3.0,1.0
TCF3,2.0,2.0,1.0
ABHD6,1.0,1.0,1.0
ORC4,7.0,7.0,1.0
LUC7L,0.0,0.0,1.0
ANKRD16,0.0,0.0,1.0
IFT88,1.0,1.0,1.0
PLBD2,0.0,0.0,1.0
WDR41,0.0,0.0,1.0
ANXA4,0.0,0.0,1.0
SH3RF2,0.0,0.0,1.0
MED7,1.0,1.0,1.0
PAPSS1,3.0,3.0,1.0
FAM200A,0.0,0.0,1.0
P2RY13,1.0,1.0,1.0
TMEM245,0.0,0.0,1.0
ABCF3,0.0,0.0,1.0
TRAF6,17.0,17.0,1.0
CAMKMT,1.0,1.0,1.0
RPL13,12.0,12.0,1.0
NPC1,1.0,1.0,1.0
NEDD8,3.0,3.0,1.0
FAM178B,0.0,0.0,1.0
ACVRL1,1.0,1.0,1.0
AGPAT2,2.0,2.0,1.0
CAPN10,0.0,0.0,1.0
BLNK,2.0,2.0,1.0
SLC38A1,2.0,2.0,1.0
MEA1,0.0,0.0,1.0
MAP2K6,8.0,8.0,1.0
PHF20,2.0,2.0,1.0
SLFN11,0.0,0.0,1.0
NRROS,0.0,0.0,1.0
DDX59,0.0,0.0,1.0
SGMS2,1.0,1.0,1.0
NRIP1,2.0,2.0,1.0
TNNI2,1.0,1.0,1.0
RAB40B,1.0,1.0,1.0
SGSM3,0.0,0.0,1.0
MAN1A2,2.0,2.0,1.0
ZNF398,0.0,0.0,1.0
ZNF345,0.0,0.0,1.0
CCDC91,0.0,0.0,1.0
CROCC,0.0,0.0,1.0
PTPRO,0.0,0.0,1.0
DZIP3,1.0,1.0,1.0
YPEL2,0.0,0.0,1.0
NUGGC,0.0,0.0,1.0
DHRS4,1.0,1.0,1.0
TSR1,1.0,1.0,1.0
USP38,0.0,0.0,1.0
PCCA,3.0,3.0,1.0
GAK,1.0,1.0,1.0
ZNF792,0.0,0.0,1.0
DNAJC14,0.0,0.0,1.0
CREBBP,21.0,21.0,1.0
TRIM7,0.0,0.0,1.0
KNOP1,0.0,0.0,1.0
SETD4,0.0,0.0,1.0
BCOR,0.0,0.0,1.0
MED14,1.0,1.0,1.0
RECQL,0.0,0.0,1.0
WDR26,0.0,0.0,1.0
BEND5,0.0,0.0,1.0
CTHRC1,0.0,0.0,1.0
EPS15,4.0,4.0,1.0
BMP2K,0.0,0.0,1.0
ELK1,4.0,4.0,1.0
LTA4H,7.0,7.0,1.0
RBMS1,0.0,0.0,1.0
YIPF2,0.0,0.0,1.0
TMEM203,0.0,0.0,1.0
ACSF3,1.0,1.0,1.0
FRRS1,0.0,0.0,1.0
SWT1,0.0,0.0,1.0
DBT,0.0,0.0,1.0
KIAA2013,0.0,0.0,1.0
PARN,2.0,2.0,1.0
OR10J1,1.0,1.0,1.0
ZNF784,0.0,0.0,1.0
SH3BP4,0.0,0.0,1.0
TRAPPC13,1.0,1.0,1.0
HUS1B,0.0,0.0,1.0
GNAS,5.0,5.0,1.0
FPGS,1.0,1.0,1.0
ATF7,0.0,0.0,1.0
DOHH,1.0,1.0,1.0
ARIH2OS,0.0,0.0,1.0
ZFR,0.0,0.0,1.0
SPATA33,0.0,0.0,1.0
ZBTB48,0.0,0.0,1.0
HECTD4,0.0,0.0,1.0
SDF2,0.0,0.0,1.0
UBE2Z,2.0,2.0,1.0
CSTF3,4.0,4.0,1.0
AKAP8,0.0,0.0,1.0
TP53RK,1.0,1.0,1.0
PIGC,1.0,1.0,1.0
PIM3,0.0,0.0,1.0
ACADS,1.0,1.0,1.0
TNFSF10,4.0,4.0,1.0
ORAI1,3.0,3.0,1.0
SCAF11,0.0,0.0,1.0
FGD2,3.0,3.0,1.0
HYLS1,0.0,0.0,1.0
NEU1,2.0,2.0,1.0
ABHD17C,0.0,0.0,1.0
MAP3K12,0.0,0.0,1.0
MGA,1.0,1.0,1.0
PRRX1,0.0,0.0,1.0
CLIC1,0.0,0.0,1.0
SUGP2,0.0,0.0,1.0
GRIPAP1,0.0,0.0,1.0
CCNB1IP1,0.0,0.0,1.0
JADE3,1.0,1.0,1.0
TRIM3,0.0,0.0,1.0
PPP3CA,5.0,5.0,1.0
FAAH,0.0,0.0,1.0
SNAPIN,1.0,1.0,1.0
GPR156,0.0,0.0,1.0
ABHD5,1.0,1.0,1.0
SLC7A1,1.0,1.0,1.0
ITM2C,0.0,0.0,1.0
ZBTB34,0.0,0.0,1.0
TNIP1,1.0,1.0,1.0
NF2,1.0,1.0,1.0
CCDC137,0.0,0.0,1.0
PCCB,3.0,3.0,1.0
AP4B1,2.0,2.0,1.0
PIGB,1.0,1.0,1.0
UBE2Q2,2.0,2.0,1.0
AVP,7.0,7.0,1.0
CHMP6,2.0,2.0,1.0
IFIT5,0.0,0.0,1.0
LRFN3,1.0,1.0,1.0
TOLLIP,1.0,1.0,1.0
PTBP2,0.0,0.0,1.0
ZNF512,0.0,0.0,1.0
RABEP2,0.0,0.0,1.0
CLPTM1L,0.0,0.0,1.0
CHM,3.0,3.0,1.0
LLGL2,0.0,0.0,1.0
ADPRM,1.0,1.0,1.0
PPP2R5B,20.0,20.0,1.0
BAG6,0.0,0.0,1.0
USP12,1.0,1.0,1.0
FAM76A,0.0,0.0,1.0
NOD1,6.0,6.0,1.0
RTCB,1.0,1.0,1.0
