,fanin,fanout,degree
R-HSA-77595,14.0,1.0,15.0
R-HSA-211736,2.0,1.0,3.0
R-HSA-5357786,3.0,1.0,4.0
R-HSA-5357905,21.0,1.0,22.0
R-HSA-5357956,11.0,1.0,12.0
R-HSA-5626978,1.0,1.0,2.0
R-HSA-163282,2.0,1.0,3.0
R-HSA-163316,1.0,1.0,2.0
R-HSA-112382,45.0,1.0,46.0
R-HSA-113418,26.0,1.0,27.0
R-HSA-114604,23.0,1.0,24.0
R-HSA-430116,5.0,1.0,6.0
R-HSA-456926,23.0,1.0,24.0
R-HSA-114516,2.0,1.0,3.0
R-HSA-114608,68.0,1.0,69.0
R-HSA-392023,1.0,1.0,2.0
R-HSA-73776,36.0,1.0,37.0
R-HSA-75953,36.0,1.0,37.0
R-HSA-76061,20.0,1.0,21.0
R-HSA-76066,20.0,1.0,21.0
R-HSA-76071,20.0,1.0,21.0
R-HSA-606279,15.0,1.0,16.0
R-HSA-8849468,4.0,1.0,5.0
R-HSA-8849469,8.0,1.0,9.0
R-HSA-8849470,6.0,1.0,7.0
R-HSA-8849471,11.0,1.0,12.0
R-HSA-8849472,2.0,1.0,3.0
R-HSA-8849473,4.0,1.0,5.0
R-HSA-8849474,2.0,1.0,3.0
R-HSA-8857538,3.0,1.0,4.0
R-HSA-8866652,22.0,1.0,23.0
R-HSA-8866654,31.0,1.0,32.0
R-HSA-8856825,64.0,1.0,65.0
R-HSA-8862803,15.0,1.0,16.0
R-HSA-6793080,4.0,1.0,5.0
R-HSA-6790901,40.0,1.0,41.0
R-HSA-6791226,95.0,1.0,96.0
R-HSA-8875360,11.0,1.0,12.0
R-HSA-8876493,7.0,1.0,8.0
R-HSA-189085,6.0,1.0,7.0
R-HSA-192456,6.0,1.0,7.0
R-HSA-9018519,67.0,1.0,68.0
R-HSA-8949664,8.0,1.0,9.0
R-HSA-428359,6.0,1.0,7.0
R-HSA-72086,23.0,1.0,24.0
R-HSA-1632852,43.0,1.0,44.0
R-HSA-73621,3.0,1.0,4.0
R-HSA-8850843,6.0,1.0,7.0
R-HSA-500753,2.0,1.0,3.0
R-HSA-73817,7.0,1.0,8.0
R-HSA-73614,5.0,1.0,6.0
R-HSA-74217,9.0,1.0,10.0
R-HSA-196791,8.0,1.0,9.0
R-HSA-8963678,1.0,1.0,2.0
R-HSA-8981373,1.0,1.0,2.0
R-HSA-8866423,0.0,1.0,1.0
R-HSA-8963888,4.0,1.0,5.0
R-HSA-8963896,3.0,1.0,4.0
R-HSA-8963889,11.0,1.0,12.0
R-HSA-8963901,5.0,1.0,6.0
R-HSA-8964041,0.0,1.0,1.0
R-HSA-8964058,4.0,1.0,5.0
R-HSA-8866427,7.0,1.0,8.0
R-HSA-8964011,2.0,1.0,3.0
R-HSA-8964026,1.0,1.0,2.0
R-HSA-8964038,11.0,1.0,12.0
R-HSA-8964046,2.0,1.0,3.0
R-HSA-200425,8.0,1.0,9.0
R-HSA-1474151,7.0,1.0,8.0
R-HSA-2142789,4.0,1.0,5.0
R-HSA-389542,1.0,1.0,2.0
R-HSA-163560,17.0,1.0,18.0
R-HSA-75109,7.0,1.0,8.0
R-HSA-3322077,12.0,1.0,13.0
R-HSA-70221,14.0,1.0,15.0
R-HSA-8852405,1.0,1.0,2.0
R-HSA-201451,17.0,1.0,18.0
R-HSA-8854214,29.0,1.0,30.0
R-HSA-8876198,65.0,1.0,66.0
R-HSA-9013508,16.0,1.0,17.0
R-HSA-9013695,9.0,1.0,10.0
R-HSA-9013700,7.0,1.0,8.0
R-HSA-9604323,35.0,1.0,36.0
R-HSA-2142700,2.0,1.0,3.0
R-HSA-9027604,1.0,1.0,2.0
R-HSA-9033500,5.0,1.0,6.0
R-HSA-917977,18.0,1.0,19.0
R-HSA-975956,37.0,1.0,38.0
R-HSA-975957,53.0,1.0,54.0
R-HSA-983168,206.0,1.0,207.0
R-HSA-983170,18.0,1.0,19.0
R-HSA-983189,18.0,1.0,19.0
R-HSA-5690714,4.0,1.0,5.0
R-HSA-983695,21.0,1.0,22.0
R-HSA-936837,27.0,1.0,28.0
